Termin,T_Mit_2m,Luftfeuchte,Niederschlag_Summe,T_Min_2m,T_Max_2m,Sonnenstunden
2021-12-06T00:00:00,-0.2,98.08,1.1,-2.5,1.9,0
2021-12-07T00:00:00,-0.5,93.63,0,-3.7,2.8,3.6
2021-12-08T00:00:00,-1,92.38,2.4,-3.1,0,0
2021-12-09T00:00:00,0.4,96.46,2.3,-0.4,1.4,0
2021-12-10T00:00:00,-0.5,89.5,2.8,-4.2,2.2,4.433
2021-12-11T00:00:00,0.8,92.54,0.4,-3.3,2.2,0
2021-12-12T00:00:00,1.5,86.33,1.9,-0.7,3.1,1.95
2021-12-13T00:00:00,3.3,99.67,0.2,1.7,5.1,0
2021-12-14T00:00:00,2.1,99.83,0.1,0.3,3.5,0.033
2021-12-15T00:00:00,3,96.96,0,2.2,4.2,0
2021-12-16T00:00:00,2.9,96,0.3,1.5,4.2,0.033
2021-12-17T00:00:00,2.1,99.25,0,0.4,3.4,0
2021-12-18T00:00:00,0,95.83,0,-1.3,0.8,0
2021-12-19T00:00:00,-0.7,99.54,0.1,-1.5,0.6,0
2021-12-20T00:00:00,0.1,94.29,0,-4.4,4,2.35
2021-12-21T00:00:00,-3.2,90.92,0,-7.4,0.3,7.383
2021-12-22T00:00:00,-5.5,92.58,0,-8.9,-1.3,7.483
2021-12-23T00:00:00,-2.7,90.63,1,-8.8,6.6,0.883
2021-12-24T00:00:00,6.2,86.71,10.2,5.2,7.6,0
2021-12-25T00:00:00,5.1,97.42,3.1,1,7.7,0
2021-12-26T00:00:00,0.7,98.17,0.3,0.1,1.4,0
2021-12-27T00:00:00,1.4,98.38,1.1,0,4.7,3.817
2021-12-28T00:00:00,3.4,97.13,19.8,-0.4,9.1,0.067
2021-12-29T00:00:00,6.9,91.63,12.6,5.6,9.1,0.667
2021-12-30T00:00:00,11.4,93.42,1.2,9.1,13.4,0.283
2021-12-31T00:00:00,10.4,84.17,0,7.2,13.3,7.033
2022-01-01T00:00:00,7.6,86.13,0,1.7,12.7,7.35
2022-01-02T00:00:00,6.2,77.33,0,-0.7,13,4.917
2022-01-03T00:00:00,9.3,72.5,3.2,7.4,10.8,0
2022-01-04T00:00:00,8.6,85.17,12.2,3.1,14.3,0.417
2022-01-05T00:00:00,1.7,84.08,0.5,0.2,3.4,0.867
2022-01-06T00:00:00,0.1,89.17,0,-3.6,3.3,1.45
2022-01-07T00:00:00,-2.2,93.63,1.3,-5.6,0.6,1.683
2022-01-08T00:00:00,-0.7,87.33,3,-4.4,1.6,1.833
2022-01-09T00:00:00,1.1,90.63,2.4,-0.6,3.8,0.55
2022-01-10T00:00:00,0.7,94.13,0,-0.6,2.2,0.067
2022-01-11T00:00:00,0,88.33,0,-3.7,2.5,4.333
2022-01-12T00:00:00,-3.4,92.92,0,-5.3,-2.6,0
2022-01-13T00:00:00,-3.7,98.33,0,-5.5,-2.2,0
2022-01-14T00:00:00,-1.7,93.17,0,-5.3,5.2,7.767
2022-01-15T00:00:00,-1.4,99.96,0,-4.5,0.1,0
2022-01-16T00:00:00,0.1,90.75,0.2,-2.1,2.1,3.717
2022-01-17T00:00:00,2.5,82.58,0.5,0.9,4.3,0.017
2022-01-18T00:00:00,1.5,88.08,0,-2.7,4.1,0.283
2022-01-19T00:00:00,0.2,87.33,0.3,-4.5,4.6,4.783
2022-01-20T00:00:00,0.9,87.33,3.9,-1.1,2.8,0.45
2022-01-21T00:00:00,-1.3,85.04,0.2,-6,0.5,4
2022-01-22T00:00:00,0.2,97.17,1.4,-0.9,1.2,0
2022-01-23T00:00:00,1.4,96,0,0.3,3,0
2022-01-24T00:00:00,-0.7,93.46,0,-3.7,2.6,6.983
2022-01-25T00:00:00,-1.7,99.79,0,-2.4,-1.2,0
2022-01-26T00:00:00,-1,97.75,0,-1.8,-0.4,0.067
2022-01-27T00:00:00,0.2,86.5,1.1,-2.6,2.3,8.1
2022-01-28T00:00:00,1.7,87.88,0.8,0.7,2.4,0.75
2022-01-29T00:00:00,3.4,77.5,0.8,-0.1,6.5,0.2
2022-01-30T00:00:00,3.7,79.54,0.5,-2,6.8,3.85
2022-01-31T00:00:00,1.5,88.17,4.1,-1.1,3.6,0.083
2022-02-01T00:00:00,1,89.25,0.3,-0.2,2.8,0
2022-02-02T00:00:00,3.5,88.88,2.1,0.2,5.7,0.967
2022-02-03T00:00:00,4.2,93.17,0,0.5,8.8,1.85
2022-02-04T00:00:00,4.4,84.83,0.5,0.4,6.7,1.033
2022-02-05T00:00:00,2.2,75.79,0,-1,6.5,6.417
2022-02-06T00:00:00,3.6,74.46,12.4,-0.9,6.5,1.883
2022-02-07T00:00:00,1.3,85.33,0,0.4,2.6,1.5
2022-02-08T00:00:00,3.4,69.46,0,0,8,2.217
2022-02-09T00:00:00,3.8,74.83,0,-1.8,10.3,9.117
2022-02-10T00:00:00,4.4,79.13,2.2,-3.1,12.9,7.417
2022-02-11T00:00:00,3,81.21,0.3,-1,5.8,2.917
2022-02-12T00:00:00,0.2,84.58,0,-4,4.9,9.383
2022-02-13T00:00:00,1.2,74.58,0,-4.6,10,9.683
2022-02-14T00:00:00,2.5,69.75,0.6,-3.7,8.4,2.833
2022-02-15T00:00:00,4.1,90.46,0.9,2,6.6,0.05
2022-02-16T00:00:00,5.8,78.29,0.7,0.8,10.9,0.317
2022-02-17T00:00:00,10.2,67.04,3.1,7,12,3.033
2022-02-18T00:00:00,8.8,70.67,0.6,4.7,13.8,0.05
2022-02-19T00:00:00,5,63,0,0.8,8.1,9.2
2022-02-20T00:00:00,6.4,65.63,0.2,1.9,10.1,4.533
2022-02-21T00:00:00,5.4,70.71,1,2.1,9.7,2.817
2022-02-22T00:00:00,4.5,77.25,1.4,1.1,7.7,3.85
2022-02-23T00:00:00,5.2,76.33,0,-1,9.5,9.283
2022-02-24T00:00:00,5.1,74.79,0.1,-3,13.2,8.083
2022-02-25T00:00:00,2.2,75.92,0.2,-0.1,5.6,6.183
2022-02-26T00:00:00,1.1,78.5,0.1,-2.7,4.5,3.017
2022-02-27T00:00:00,0.9,73.75,0,-2.7,5.2,8.867
2022-02-28T00:00:00,0.8,61.75,0,-3.1,5.8,10.367
2022-03-01T00:00:00,-0.3,58.25,0,-4.5,6.1,10.65
2022-03-02T00:00:00,-0.8,67.5,0,-6,4.8,3.95
2022-03-03T00:00:00,0.6,60.38,0,-7.3,8.4,8.617
2022-03-04T00:00:00,0.3,57.88,0,-4.4,5.6,8.383
2022-03-05T00:00:00,-0.2,64.21,0,-3.4,4.3,6.733
2022-03-06T00:00:00,-0.1,61.38,0,-2.7,3.8,6.033
2022-03-07T00:00:00,-1.8,65.21,0,-5.9,0.9,3.3
2022-03-08T00:00:00,0,56.83,0,-5,6.4,10.067
2022-03-09T00:00:00,1.8,58.25,0,-5.4,10.4,11.2
2022-03-10T00:00:00,3.4,57.17,0,-5.3,11.6,11.217
2022-03-11T00:00:00,2.5,45.38,0,-3,8.9,11
2022-03-12T00:00:00,3.2,42.71,0,-3.7,11.6,10.633
2022-03-13T00:00:00,4.9,39.54,0,-3.2,13.6,10.8
2022-03-14T00:00:00,7.6,55.04,0,-1.5,14.9,8.2
2022-03-15T00:00:00,7,80.42,8.1,3.1,11.3,0.133
2022-03-16T00:00:00,7,81.71,0,4.3,11,5.95
2022-03-17T00:00:00,6.3,79.5,0,2.3,9.3,0
2022-03-18T00:00:00,7.5,64.83,0,4.1,11.7,6.967
2022-03-19T00:00:00,5.5,55.13,0,1.2,9.9,9.583
2022-03-20T00:00:00,6.6,49.08,0,0.5,12.7,11.333
2022-03-21T00:00:00,5.1,50.92,0,-3.2,12.9,11.167
2022-03-22T00:00:00,5.9,46.63,0,-2.7,15.3,11.95
2022-03-23T00:00:00,7,53.46,0,-3.7,17.9,11.967
2022-03-24T00:00:00,8.4,50.04,0,-2.4,18.7,11.917
2022-03-25T00:00:00,9.3,48.79,0,-0.9,17.6,11.683
2022-03-26T00:00:00,9.7,46,0,1.5,17.1,11.65
2022-03-27T00:00:00,8.9,56.5,0,-0.9,18.4,11.967
2022-03-28T00:00:00,9.5,57.71,0,-0.4,19.2,11.717
2022-03-29T00:00:00,10.9,51.08,0.4,2.7,17.6,5.05
2022-03-30T00:00:00,9.3,79.88,2.4,6.8,11.6,0
2022-03-31T00:00:00,6.8,92.17,8.4,5.3,9.6,0
2022-04-01T00:00:00,2.8,98.13,9.9,0.2,5.6,0
2022-04-02T00:00:00,-0.7,93.92,4.6,-1.4,0.3,0.083
2022-04-03T00:00:00,-0.9,84.21,0,-4.9,1.8,1.133
2022-04-04T00:00:00,0.7,75.25,0.4,-6.8,6.3,10.517
2022-04-05T00:00:00,6,80.13,0.3,2.2,9.6,0
2022-04-06T00:00:00,10.9,72.33,0,6.7,16.6,7.683
2022-04-07T00:00:00,10.8,68.79,6.8,7.5,14.9,5.383
2022-04-08T00:00:00,7.9,85.21,10.1,4.3,13.2,0.467
2022-04-09T00:00:00,4.4,73.33,0,0.2,12.1,4.067
2022-04-10T00:00:00,3.2,77.54,0.1,-0.5,7,4
2022-04-11T00:00:00,5.3,73.71,0,-2.2,12,11.7
2022-04-12T00:00:00,9.5,62,0,0.1,18.2,11.117
2022-04-13T00:00:00,11.8,65.42,0,2.6,19.9,11.483
2022-04-14T00:00:00,14.1,66.67,2.2,4.2,21.7,12.55
2022-04-15T00:00:00,13.5,71.75,0,4.2,19,8.267
2022-04-16T00:00:00,6.2,73.25,0,-0.6,11.1,5.15
2022-04-17T00:00:00,5,63.79,0,-1.7,11.5,13.183
2022-04-18T00:00:00,6.7,59.29,0,-0.3,13.5,13.2
2022-04-19T00:00:00,7.3,64.46,0,-0.2,15.2,6.117
2022-04-20T00:00:00,6.2,63.38,0,-1.3,13,13.4
2022-04-21T00:00:00,8.9,61.67,0,1.1,15,9.867
2022-04-22T00:00:00,9.7,71.71,0,4.1,15.4,10.017
2022-04-23T00:00:00,9.8,78.33,0.2,7.1,13.6,1.767
2022-04-24T00:00:00,9.4,84.25,4.7,7.5,12,1.4
2022-04-25T00:00:00,9.7,83.33,1.7,6.4,14.7,4.567
2022-04-26T00:00:00,7.8,90.96,4.4,3.6,11.4,0.967
2022-04-27T00:00:00,7.4,84.83,0,1.9,13.4,3.217
2022-04-28T00:00:00,9.1,70.38,0,1.6,16,11
2022-04-29T00:00:00,10.1,64.5,0,0.5,17.5,11.883
2022-04-30T00:00:00,10.1,73.71,1.3,5.8,13.4,1.7
2022-05-01T00:00:00,9.1,90.04,0.1,6,12.5,0.067
2022-05-02T00:00:00,11.2,82.42,13.3,4.5,17.6,7.717
2022-05-03T00:00:00,12.9,76.96,0.1,5.6,19.8,8.133
2022-05-04T00:00:00,13.6,77.92,0.9,9,19.6,5.633
2022-05-05T00:00:00,14.1,75.83,4.2,8.6,19.1,5.717
2022-05-06T00:00:00,11.8,92.79,7,10.3,14,0.067
2022-05-07T00:00:00,12.4,92.79,1.3,10.6,16,0.95
2022-05-08T00:00:00,12.9,89.08,0.3,9.2,16.1,0.167
2022-05-09T00:00:00,14.8,76.58,0,9,21,11.533
2022-05-10T00:00:00,15.8,72,0,6.8,23.6,12.95
2022-05-11T00:00:00,18.4,62.46,0,10.5,25.8,13.833
2022-05-12T00:00:00,19.7,62.75,5.2,14.1,25.5,9.367
2022-05-13T00:00:00,15.5,89.13,2,8.3,19.6,4.767
2022-05-14T00:00:00,15,68.13,0,6.9,22.3,14.117
2022-05-15T00:00:00,16,64.17,0,5.8,23.9,14.367
2022-05-16T00:00:00,15.7,81.21,3.2,8.8,22.7,5.25
2022-05-17T00:00:00,16.8,74.63,0,11.7,22.7,9.883
2022-05-18T00:00:00,17,68.5,0,9.9,23.4,14
2022-05-19T00:00:00,19.5,59.63,0,7.7,28.8,12.933
2022-05-20T00:00:00,22.9,60.46,3.5,12.8,30.5,12.717
2022-05-21T00:00:00,17.5,66.75,0,9.3,22.4,12.083
2022-05-22T00:00:00,16.6,62.38,0,7.6,23.9,12.567
2022-05-23T00:00:00,17.4,74.38,7.4,13.7,24.3,5.75
2022-05-24T00:00:00,14.2,92.88,10.1,12.2,15.5,0.033
2022-05-25T00:00:00,13.9,83.96,2,10.5,18.9,4.733
2022-05-26T00:00:00,14.6,74.42,0,7.8,20.1,10.867
2022-05-27T00:00:00,15.3,75.96,0.6,8.1,20.9,8.833
2022-05-28T00:00:00,11.7,65.38,0,4.3,15.8,9.783
2022-05-29T00:00:00,7.9,84.38,8.3,2.5,15.1,3.767
2022-05-30T00:00:00,9.8,75.75,0,2.5,17.5,11.45
2022-05-31T00:00:00,13.5,74.5,0,4.5,22.4,8.517
2022-06-01T00:00:00,15.1,76.04,2.7,8.1,22.1,7.767
2022-06-02T00:00:00,15.8,78.21,0,8.6,22.3,8.117
2022-06-03T00:00:00,18,78.38,11.1,10,25.7,8.117
2022-06-04T00:00:00,18.8,83.58,0,12.3,25.2,9.4
2022-06-05T00:00:00,17.8,87.42,11.6,13.7,23.5,4.633
2022-06-06T00:00:00,18.2,77.33,8.5,12.2,24.2,11.05
2022-06-07T00:00:00,15.3,86.5,4.7,13.2,18.7,2.183
2022-06-08T00:00:00,17.1,72.96,3.5,11.9,23.4,11.117
2022-06-09T00:00:00,14.7,80.88,0.1,11.8,18.7,2.533
2022-06-10T00:00:00,15.7,76.08,0,10.2,21.8,7.767
2022-06-11T00:00:00,17.4,70.13,0,8.7,25.1,13.3
2022-06-12T00:00:00,19.9,65.67,11,10.9,27.5,15.183
2022-06-13T00:00:00,17.4,72.33,0,9.6,22,10.133
2022-06-14T00:00:00,16.2,65.58,0,7.9,22.9,14.817
2022-06-15T00:00:00,19.1,67.75,0,9.2,28.6,14.85
2022-06-16T00:00:00,21,63.54,1,12.9,28.3,11.6
2022-06-17T00:00:00,19.5,57.25,0,11.6,26,14.483
2022-06-18T00:00:00,22,62.21,0,11.5,31.4,14.383
2022-06-19T00:00:00,24.9,62.17,0,14.9,34.5,14.917
2022-06-20T00:00:00,22.2,65.21,0.1,14.1,29,6.783
2022-06-21T00:00:00,17.6,61.67,2.4,9.6,24.2,12.983
2022-06-22T00:00:00,18.6,91.25,4,14.9,21.8,0.517
2022-06-23T00:00:00,22.2,72.88,0.1,17.5,26.8,11.3
2022-06-24T00:00:00,18.6,80.38,16.8,14.3,24.1,2.217
2022-06-25T00:00:00,18.3,74.58,0,13.5,24.5,10.767
2022-06-26T00:00:00,21.1,68.79,0,12.8,27.3,13.733
2022-06-27T00:00:00,21.9,69.46,7.7,15.7,29.4,12.833
2022-06-28T00:00:00,18.4,80.79,0,14.8,21.9,3.8
2022-06-29T00:00:00,19.4,83.88,0,14.9,24.9,4.817
2022-06-30T00:00:00,21.4,76.5,0,13.6,28.4,11.15
2022-07-01T00:00:00,14.8,85.88,1.3,8.4,19.1,0.9
2022-07-02T00:00:00,16,72.29,0,8.6,23.6,13.283
2022-07-03T00:00:00,20.9,62.5,0.2,10.2,29.3,15.217
2022-07-04T00:00:00,21.3,68.96,5.2,16.3,27,6.583
2022-07-05T00:00:00,20.4,61.46,0,13.5,26.1,11.4
2022-07-06T00:00:00,19,53.83,0,11.1,24.7,13.217
2022-07-07T00:00:00,15,74.67,6.4,12.2,18.5,0.667
2022-07-08T00:00:00,14.2,68.54,0,9.4,19.3,10.55
2022-07-09T00:00:00,16.9,66.42,1.4,9.6,22.8,3.717
2022-07-10T00:00:00,15,69.5,0,7.5,19.8,9.867
2022-07-11T00:00:00,14.9,72.92,0,6.8,20.7,1.683
2022-07-12T00:00:00,17.8,64.13,0,10.3,25.3,13.2
2022-07-13T00:00:00,20.4,56.29,0,8.8,29,10.633
2022-07-14T00:00:00,24.3,48.13,0,14.4,32.9,12.167
2022-07-15T00:00:00,20.5,44.58,0,15,25.5,13.817
2022-07-16T00:00:00,18.5,49.96,0,10.5,25.5,14.917
2022-07-17T00:00:00,18.6,52.75,0,8.7,27.5,14.9
2022-07-18T00:00:00,20.3,50.79,0,8.6,29.4,14.033
2022-07-19T00:00:00,22.7,48.04,0,11.2,32.2,14.85
2022-07-20T00:00:00,25.4,48.13,0,13.6,36,12.983
2022-07-21T00:00:00,20.4,77,0.7,15.6,25.2,3.417
2022-07-22T00:00:00,22.9,62.96,4.8,12.9,31.7,14.35
2022-07-23T00:00:00,21.4,75.92,0.4,16.8,26.4,5.167
2022-07-24T00:00:00,22.6,64.33,0,15.5,30.6,11.433
2022-07-25T00:00:00,24.4,60.38,29.5,14,34,13.85
2022-07-26T00:00:00,19.4,80.83,0.1,14.3,24.1,3.8
2022-07-27T00:00:00,19.6,62.33,0,13.6,25.3,6.967
2022-07-28T00:00:00,20.4,65.54,0,14.4,27,13.333
2022-07-29T00:00:00,20.4,70.96,1.9,15.5,27.7,7.233
2022-07-30T00:00:00,19,69.58,2.7,13.3,24.7,7.967
2022-07-31T00:00:00,19.8,64,0,11.2,27,6.783
2022-08-01T00:00:00,20.9,66.5,1.2,16.5,27.7,6.217
2022-08-02T00:00:00,21.1,67.54,0,14.6,28.3,11.017
2022-08-03T00:00:00,22,59.96,0,12.2,31,14.317
2022-08-04T00:00:00,23.9,58.04,0,13.8,33.9,14.2
2022-08-05T00:00:00,24.3,60.67,11.3,15.9,32.5,11.6
2022-08-06T00:00:00,17.5,82.67,0,14.3,21.2,1.933
2022-08-07T00:00:00,18,68.75,0,12.7,23.1,10.917
2022-08-08T00:00:00,18.1,66.92,0,10.3,25,12.833
2022-08-09T00:00:00,19.1,59.17,0,10.6,25.9,13.967
2022-08-10T00:00:00,20.4,49.46,0,14.9,26.5,13.983
2022-08-11T00:00:00,20.6,47.5,0,15,27,13.767
2022-08-12T00:00:00,19.1,52.46,0,12.3,25.7,11.917
2022-08-13T00:00:00,18.5,59.67,0,9.1,26.7,11.733
2022-08-14T00:00:00,20,59.04,0,9.4,29,13.4
2022-08-15T00:00:00,21.2,60.33,0,15.5,27.6,6.517
2022-08-16T00:00:00,20.7,60.25,0,12.7,28.7,13.183
2022-08-17T00:00:00,22.5,57,1.2,11.9,31.2,11.667
2022-08-18T00:00:00,20.8,76.13,0.2,16.3,26.7,6.7
2022-08-19T00:00:00,18.3,90.42,42.1,15.9,21,0.3
2022-08-20T00:00:00,16.8,94.54,15.9,15.6,19.1,0
2022-08-21T00:00:00,17.9,79.88,0,11.8,24.2,10.033
2022-08-22T00:00:00,16.5,70.67,0,10.1,23.3,11.683
2022-08-23T00:00:00,16.7,69.83,0,8.3,25.2,13.233
2022-08-24T00:00:00,17.9,77.58,0,9.9,25,10.933
2022-08-25T00:00:00,20.4,77.33,0,14.8,27.5,9.117
2022-08-26T00:00:00,21.2,77.92,6.4,14.3,27.4,9.85
2022-08-27T00:00:00,19.3,83,0.6,16.1,23.9,4.917
2022-08-28T00:00:00,18.6,87.67,0.4,14.2,22.6,1.033
2022-08-29T00:00:00,17.3,82.33,0,11.6,24.9,7.983
2022-08-30T00:00:00,18.8,71.67,0,10.6,26.4,11.633
2022-08-31T00:00:00,16.4,86.63,4.1,14.4,20,0.133
2022-09-01T00:00:00,15.6,78.29,0,10.3,21.1,5.15
2022-09-02T00:00:00,15.2,66.08,0,10.5,21.2,12.517
2022-09-03T00:00:00,14.9,80.42,2.6,9.8,22.5,4.867
2022-09-04T00:00:00,16.6,79.25,0,9.7,24.7,9.167
2022-09-05T00:00:00,17.7,76.13,0,9.6,26.2,12.317
2022-09-06T00:00:00,18.8,78.83,0,11.8,26.8,8.917
2022-09-07T00:00:00,19.6,79.54,3,13.4,27.3,8.4
2022-09-08T00:00:00,15.9,85.21,2,10.7,20.9,3.4
2022-09-09T00:00:00,14,85.38,5.5,9.4,19.9,2.717
2022-09-10T00:00:00,13.9,84.71,6.1,10.5,18.2,2.267
2022-09-11T00:00:00,14,87.46,4,8.3,18.6,1.967
2022-09-12T00:00:00,13.8,81.25,0,6.6,21.1,11.7
2022-09-13T00:00:00,16.2,80.42,0,7.2,24.9,7.5
2022-09-14T00:00:00,18.8,83.83,0.9,14.8,25.7,3.583
2022-09-15T00:00:00,15.9,85,15,9.2,21.5,1.467
2022-09-16T00:00:00,11.2,91.5,6,7.8,13.8,0.033
2022-09-17T00:00:00,8.6,85.67,7.3,6.8,12.6,3.333
2022-09-18T00:00:00,9.3,80.33,5.4,6.3,12.2,0.067
2022-09-19T00:00:00,8.8,82.46,0.1,5.8,13,1.433
2022-09-20T00:00:00,9,82.13,1.2,4.5,13.9,3.933
2022-09-21T00:00:00,7.5,78.67,0,0.9,14.2,10.283
2022-09-22T00:00:00,7.6,80.79,0,0.9,15.2,10.683
2022-09-23T00:00:00,8.6,82.67,0,1.3,17.2,10.833
2022-09-24T00:00:00,11,92.75,1.1,6.2,14.4,0.117
2022-09-25T00:00:00,11.7,91.96,0,9.5,15.4,0.933
2022-09-26T00:00:00,11.4,81,2.5,8.7,15,3.467
2022-09-27T00:00:00,9.6,80.29,6.9,6.2,12.4,2.117
2022-09-28T00:00:00,8.2,90.21,5,6,9.9,0.017
2022-09-29T00:00:00,8,91.75,1.3,5.4,10.5,0.233
2022-09-30T00:00:00,9.6,88.04,0,5.9,13.5,1.433
2022-10-01T00:00:00,9.7,89.17,7.4,3.9,12,0.433
2022-10-02T00:00:00,11.9,91.96,8.1,9.2,15.9,0.283
2022-10-03T00:00:00,9.4,86.88,0,2.8,14.2,4.75
2022-10-04T00:00:00,7.7,88.75,0,1,15.5,8.717
2022-10-05T00:00:00,11.4,84.79,0,2.4,21.4,9.433
2022-10-06T00:00:00,12.8,82.71,0,5.7,19.1,7.183
2022-10-07T00:00:00,11.4,91.13,0.1,6.5,15.9,5.65
2022-10-08T00:00:00,10.5,92.5,0.5,6,15.6,0.85
2022-10-09T00:00:00,9.2,83.5,0,3.3,13.6,0.367
2022-10-10T00:00:00,11.3,91.25,0.6,4.8,17.6,2
2022-10-11T00:00:00,12.8,90.17,0,8.6,16.2,1.117
2022-10-12T00:00:00,11.1,93.83,0,5.3,13.2,0
2022-10-13T00:00:00,10.2,92.88,2.6,4.8,15.6,0.317
2022-10-14T00:00:00,13.2,88.21,16.6,10.5,17.3,3.017
2022-10-15T00:00:00,14.7,87.5,0.5,11.4,18.6,2.117
2022-10-16T00:00:00,15.1,84.33,0,9.6,23.6,8.483
2022-10-17T00:00:00,14.3,86.75,0,7.9,22.3,9.417
2022-10-18T00:00:00,14,87.04,0.1,7.8,22.2,6.317
2022-10-19T00:00:00,12.9,88.25,0,9,17.2,2.933
2022-10-20T00:00:00,10.7,85.08,0,6.8,15.2,5.367
2022-10-21T00:00:00,12.3,89.13,6.4,9.1,15,0
2022-10-22T00:00:00,12.6,92.5,2,8.2,17,2.883
2022-10-23T00:00:00,12,90.13,4,6.6,17.3,7.117
2022-10-24T00:00:00,13.3,91.04,6.1,8.9,16,0
2022-10-25T00:00:00,11.6,86.08,0.6,7.2,18.1,8.133
2022-10-26T00:00:00,12.6,91.38,0.3,8.7,18.7,1.35
2022-10-27T00:00:00,12.1,89.25,0,5.7,19.4,9.6
2022-10-28T00:00:00,13.5,85.21,0,6.8,21.4,7.133
2022-10-29T00:00:00,14.2,86.75,0,8.7,23,5.783
2022-10-30T00:00:00,12.9,88.13,0,6.4,23.1,9.05
2022-10-31T00:00:00,10.9,92.79,0.1,5.3,17.4,5.6
2022-11-01T00:00:00,10.8,90.88,0,4.7,16.7,1.417
2022-11-02T00:00:00,8.5,90.33,0,3.6,13.9,4.3
2022-11-03T00:00:00,6.7,97.29,0.7,3.2,9.8,1.35
2022-11-04T00:00:00,7.2,91.58,6,2,10.6,0
2022-11-05T00:00:00,6.4,94.29,1.2,1.8,9,0.033
2022-11-06T00:00:00,5.2,93.17,0.2,0.8,9.1,3.85
2022-11-07T00:00:00,8.9,80.54,0,2.8,14.8,7.8
2022-11-08T00:00:00,6.4,88.88,0,0.3,14.6,8.167
2022-11-09T00:00:00,8,89,5.2,2.1,13.4,2.467
2022-11-10T00:00:00,8.3,90.75,0,1.9,12.6,6.283
2022-11-11T00:00:00,4.5,94.96,0,0.7,10.9,5.617
2022-11-12T00:00:00,3.3,99.5,0,1.9,5.8,0
2022-11-13T00:00:00,4.9,88.17,0,-0.1,11.9,8.533
2022-11-14T00:00:00,4.5,94.25,0,1.4,10.7,4.633
2022-11-15T00:00:00,5.4,88.13,1.9,0.2,12.1,8.25
2022-11-16T00:00:00,5,98.13,3.3,1.4,9.6,0.283
2022-11-17T00:00:00,6.1,95.71,7.2,2.3,11.6,2.15
2022-11-18T00:00:00,6.6,91.63,3.8,4,8,0
2022-11-19T00:00:00,5.4,91.58,2.1,4.1,7.8,1.017
2022-11-20T00:00:00,4.9,84.5,3.6,2.1,6.8,0.067
2022-11-21T00:00:00,3.9,84.33,0.4,0.7,7.5,4
2022-11-22T00:00:00,3.5,94.54,0.9,0.8,7,0
2022-11-23T00:00:00,3.5,90.71,3.7,-0.1,8.3,5.217
2022-11-24T00:00:00,5.1,88.42,0.7,-1.3,8.4,2.1
2022-11-25T00:00:00,3.2,92.04,2.5,-1.8,8.8,3.717
2022-11-26T00:00:00,3.7,93.83,0,-1.3,6.6,0.967
2022-11-27T00:00:00,-0.1,97,0,-2.3,1.8,0
2022-11-28T00:00:00,2.5,92.13,2.8,0.5,4.3,0
2022-11-29T00:00:00,3.3,96.17,1.2,1.3,4.5,0
2022-11-30T00:00:00,1.8,90.21,0,0.3,3.1,0
2022-12-01T00:00:00,2.1,91.67,0.1,0.9,3.1,0
2022-12-02T00:00:00,1.6,95.5,1.2,-0.1,2.2,0
2022-12-03T00:00:00,-0.4,97,0,-0.9,0.2,0
2022-12-04T00:00:00,1.4,98.13,0,0,2.5,0
2022-12-05T00:00:00,1.9,95.54,2.1,0.1,3.7,0
2022-12-06T00:00:00,1.9,91.5,0,0.4,2.9,0.083
2022-12-07T00:00:00,1.4,87.67,0,-0.2,3.2,0.933
2022-12-08T00:00:00,0.2,91.42,0,-2.7,3.1,0.017
2022-12-09T00:00:00,-0.6,94.46,0.2,-2.7,0.3,0
2022-12-10T00:00:00,-0.3,93.46,1.4,-1.4,0.5,0
2022-12-11T00:00:00,-3.1,88.38,1.2,-5.4,-1.4,1.017
2022-12-12T00:00:00,-5.6,86.79,0,-10.9,-1,5.85
2022-12-13T00:00:00,-7.7,86.67,0,-11.6,-5.2,4.9
2022-12-14T00:00:00,-3.3,90.71,7.2,-6.2,-0.4,0
2022-12-15T00:00:00,-2.2,92.83,6,-3.2,-0.1,0
2022-12-16T00:00:00,-2.2,91.75,2,-3.7,-0.1,0
2022-12-17T00:00:00,-6.4,88.5,0,-11.7,-2.9,5.017
2022-12-18T00:00:00,-6,93.5,0,-7.6,-5.4,0
2022-12-19T00:00:00,-3.7,92.04,0,-6.9,-0.8,0.483
2022-12-20T00:00:00,-0.6,92.88,0.6,-2.9,1.1,0
2022-12-21T00:00:00,1.8,96.92,2.8,0,4.5,0
2022-12-22T00:00:00,6.8,83.54,5.1,0.6,10.1,1.133
2022-12-23T00:00:00,9.9,92.42,10.8,6.9,11.9,0.183
2022-12-24T00:00:00,8.4,85.46,0.4,5.5,10.7,3.85
2022-12-25T00:00:00,6.7,90.21,0,3.9,11,6.133
2022-12-26T00:00:00,8,82.79,6.5,3.1,13,2.667
2022-12-27T00:00:00,2.5,83.29,0,-2.1,6.5,6.6
2022-12-28T00:00:00,2.8,83.04,0,-2.1,8.2,2.4
2022-12-29T00:00:00,7.3,67.42,1.2,0.8,12.4,3.583
2022-12-30T00:00:00,6.5,85.5,2.5,2,9.9,6.333
2022-12-31T00:00:00,11.4,77.04,0,4.9,16.2,1.95
