"experiment_ID","experiment_year","treatment_number","treatment_name","plot_id","plot_geocoord_x","plot_geocoord_y","plot_geocoord_system","replicate_number","crop_id","irrigation_level","org_materials_applic_lev","treatment_comments","genotype_level","field_level","initial_conditions_level","planting_level","fertilizer_level","chemical_applic_level","tillage_level","harvest_operations_level"
"LTFE_Duernast","2018",3,"3","21",4477205.414,5362890.009,"GK",3,"MAZ",0,0,"Düngung niedrig, Ammonium-Sulfat mit Inhibitor",2,1,2,1,13,1,0,1
"LTFE_Duernast","2018",3,"3","21",4477205.414,5362890.009,"GK",3,"MAZ",0,0,"Düngung niedrig, Ammonium-Sulfat mit Inhibitor",2,1,1,1,13,1,0,1
"LTFE_Duernast","2018",3,"3","21",4477205.414,5362890.009,"GK",3,"MAZ",0,0,"Düngung niedrig, Ammonium-Sulfat mit Inhibitor",1,1,2,1,13,1,0,1
"LTFE_Duernast","2018",3,"3","21",4477205.414,5362890.009,"GK",3,"MAZ",0,0,"Düngung niedrig, Ammonium-Sulfat mit Inhibitor",1,1,1,1,13,1,0,1
"LTFE_Duernast","2018",3,"3","35",4477190.967,5362879.399,"GK",2,"MAZ",0,0,"Düngung niedrig, Ammonium-Sulfat mit Inhibitor",4,1,2,1,13,1,0,1
"LTFE_Duernast","2018",3,"3","35",4477190.967,5362879.399,"GK",2,"MAZ",0,0,"Düngung niedrig, Ammonium-Sulfat mit Inhibitor",4,1,1,1,13,1,0,1
"LTFE_Duernast","2018",3,"3","35",4477190.967,5362879.399,"GK",2,"MAZ",0,0,"Düngung niedrig, Ammonium-Sulfat mit Inhibitor",3,1,2,1,13,1,0,1
"LTFE_Duernast","2018",3,"3","35",4477190.967,5362879.399,"GK",2,"MAZ",0,0,"Düngung niedrig, Ammonium-Sulfat mit Inhibitor",3,1,1,1,13,1,0,1
"LTFE_Duernast","2018",3,"3","35",4477190.967,5362879.399,"GK",2,"MAZ",0,0,"Düngung niedrig, Ammonium-Sulfat mit Inhibitor",2,1,2,1,13,1,0,1
"LTFE_Duernast","2018",3,"3","35",4477190.967,5362879.399,"GK",2,"MAZ",0,0,"Düngung niedrig, Ammonium-Sulfat mit Inhibitor",2,1,1,1,13,1,0,1
"LTFE_Duernast","2018",3,"3","35",4477190.967,5362879.399,"GK",2,"MAZ",0,0,"Düngung niedrig, Ammonium-Sulfat mit Inhibitor",1,1,2,1,13,1,0,1
"LTFE_Duernast","2018",3,"3","35",4477190.967,5362879.399,"GK",2,"MAZ",0,0,"Düngung niedrig, Ammonium-Sulfat mit Inhibitor",1,1,1,1,13,1,0,1
"LTFE_Duernast","2018",3,"3","49",4477176.548,5362868.781,"GK",1,"MAZ",0,0,"Düngung niedrig, Ammonium-Sulfat mit Inhibitor",4,1,2,1,13,1,0,1
"LTFE_Duernast","2018",3,"3","49",4477176.548,5362868.781,"GK",1,"MAZ",0,0,"Düngung niedrig, Ammonium-Sulfat mit Inhibitor",4,1,1,1,13,1,0,1
"LTFE_Duernast","2018",3,"3","49",4477176.548,5362868.781,"GK",1,"MAZ",0,0,"Düngung niedrig, Ammonium-Sulfat mit Inhibitor",3,1,2,1,13,1,0,1
"LTFE_Duernast","2018",3,"3","49",4477176.548,5362868.781,"GK",1,"MAZ",0,0,"Düngung niedrig, Ammonium-Sulfat mit Inhibitor",3,1,1,1,13,1,0,1
"LTFE_Duernast","2018",3,"3","49",4477176.548,5362868.781,"GK",1,"MAZ",0,0,"Düngung niedrig, Ammonium-Sulfat mit Inhibitor",2,1,2,1,13,1,0,1
"LTFE_Duernast","2018",3,"3","49",4477176.548,5362868.781,"GK",1,"MAZ",0,0,"Düngung niedrig, Ammonium-Sulfat mit Inhibitor",2,1,1,1,13,1,0,1
"LTFE_Duernast","2018",3,"3","49",4477176.548,5362868.781,"GK",1,"MAZ",0,0,"Düngung niedrig, Ammonium-Sulfat mit Inhibitor",1,1,2,1,13,1,0,1
"LTFE_Duernast","2018",3,"3","49",4477176.548,5362868.781,"GK",1,"MAZ",0,0,"Düngung niedrig, Ammonium-Sulfat mit Inhibitor",1,1,1,1,13,1,0,1
"LTFE_Duernast","2018",4,"4","9",4477215.976,5362875.403,"GK",1,NA,0,0,"Düngung niedrig, Kalkammonsalpeter 1",4,1,2,1,5,1,0,1
"LTFE_Duernast","2018",4,"4","9",4477215.976,5362875.403,"GK",1,NA,0,0,"Düngung niedrig, Kalkammonsalpeter 1",4,1,1,1,5,1,0,1
"LTFE_Duernast","2018",4,"4","9",4477215.976,5362875.403,"GK",1,NA,0,0,"Düngung niedrig, Kalkammonsalpeter 1",3,1,2,1,5,1,0,1
"LTFE_Duernast","2018",4,"4","9",4477215.976,5362875.403,"GK",1,NA,0,0,"Düngung niedrig, Kalkammonsalpeter 1",3,1,1,1,5,1,0,1
"LTFE_Duernast","2018",4,"4","9",4477215.976,5362875.403,"GK",1,NA,0,0,"Düngung niedrig, Kalkammonsalpeter 1",2,1,2,1,5,1,0,1
"LTFE_Duernast","2018",4,"4","9",4477215.976,5362875.403,"GK",1,NA,0,0,"Düngung niedrig, Kalkammonsalpeter 1",2,1,1,1,5,1,0,1
"LTFE_Duernast","2018",4,"4","9",4477215.976,5362875.403,"GK",1,NA,0,0,"Düngung niedrig, Kalkammonsalpeter 1",1,1,2,1,5,1,0,1
"LTFE_Duernast","2018",4,"4","9",4477215.976,5362875.403,"GK",1,NA,0,0,"Düngung niedrig, Kalkammonsalpeter 1",1,1,1,1,5,1,0,1
"LTFE_Duernast","2018",4,"4","31",4477196.218,5362896.629,"GK",4,NA,0,0,"Düngung niedrig, Kalkammonsalpeter 1",4,1,2,1,5,1,0,1
"LTFE_Duernast","2018",4,"4","31",4477196.218,5362896.629,"GK",4,NA,0,0,"Düngung niedrig, Kalkammonsalpeter 1",4,1,1,1,5,1,0,1
"LTFE_Duernast","2018",4,"4","31",4477196.218,5362896.629,"GK",4,NA,0,0,"Düngung niedrig, Kalkammonsalpeter 1",3,1,2,1,5,1,0,1
"LTFE_Duernast","2018",4,"4","31",4477196.218,5362896.629,"GK",4,NA,0,0,"Düngung niedrig, Kalkammonsalpeter 1",3,1,1,1,5,1,0,1
"LTFE_Duernast","2018",4,"4","31",4477196.218,5362896.629,"GK",4,NA,0,0,"Düngung niedrig, Kalkammonsalpeter 1",2,1,2,1,5,1,0,1
"LTFE_Duernast","2018",4,"4","31",4477196.218,5362896.629,"GK",4,NA,0,0,"Düngung niedrig, Kalkammonsalpeter 1",2,1,1,1,5,1,0,1
"LTFE_Duernast","2018",4,"4","31",4477196.218,5362896.629,"GK",4,NA,0,0,"Düngung niedrig, Kalkammonsalpeter 1",1,1,2,1,5,1,0,1
"LTFE_Duernast","2018",4,"4","31",4477196.218,5362896.629,"GK",4,NA,0,0,"Düngung niedrig, Kalkammonsalpeter 1",1,1,1,1,5,1,0,1
"LTFE_Duernast","2018",4,"4","45",4477181.791,5362886.018,"GK",3,NA,0,0,"Düngung niedrig, Kalkammonsalpeter 1",4,1,2,1,5,1,0,1
"LTFE_Duernast","2018",4,"4","45",4477181.791,5362886.018,"GK",3,NA,0,0,"Düngung niedrig, Kalkammonsalpeter 1",4,1,1,1,5,1,0,1
"LTFE_Duernast","2018",4,"4","45",4477181.791,5362886.018,"GK",3,NA,0,0,"Düngung niedrig, Kalkammonsalpeter 1",3,1,2,1,5,1,0,1
"LTFE_Duernast","2018",4,"4","45",4477181.791,5362886.018,"GK",3,NA,0,0,"Düngung niedrig, Kalkammonsalpeter 1",3,1,1,1,5,1,0,1
"LTFE_Duernast","2018",4,"4","45",4477181.791,5362886.018,"GK",3,NA,0,0,"Düngung niedrig, Kalkammonsalpeter 1",2,1,2,1,5,1,0,1
"LTFE_Duernast","2018",4,"4","45",4477181.791,5362886.018,"GK",3,NA,0,0,"Düngung niedrig, Kalkammonsalpeter 1",2,1,1,1,5,1,0,1
"LTFE_Duernast","2018",4,"4","45",4477181.791,5362886.018,"GK",3,NA,0,0,"Düngung niedrig, Kalkammonsalpeter 1",1,1,2,1,5,1,0,1
"LTFE_Duernast","2018",4,"4","45",4477181.791,5362886.018,"GK",3,NA,0,0,"Düngung niedrig, Kalkammonsalpeter 1",1,1,1,1,5,1,0,1
"LTFE_Duernast","2018",4,"4","59",4477167.318,5362875.394,"GK",2,NA,0,0,"Düngung niedrig, Kalkammonsalpeter 1",4,1,2,1,5,1,0,1
"LTFE_Duernast","2018",4,"4","59",4477167.318,5362875.394,"GK",2,NA,0,0,"Düngung niedrig, Kalkammonsalpeter 1",4,1,1,1,5,1,0,1
"LTFE_Duernast","2018",4,"4","59",4477167.318,5362875.394,"GK",2,NA,0,0,"Düngung niedrig, Kalkammonsalpeter 1",3,1,2,1,5,1,0,1
"LTFE_Duernast","2018",4,"4","59",4477167.318,5362875.394,"GK",2,NA,0,0,"Düngung niedrig, Kalkammonsalpeter 1",3,1,1,1,5,1,0,1
"LTFE_Duernast","2018",4,"4","59",4477167.318,5362875.394,"GK",2,NA,0,0,"Düngung niedrig, Kalkammonsalpeter 1",2,1,2,1,5,1,0,1
"LTFE_Duernast","2018",4,"4","59",4477167.318,5362875.394,"GK",2,NA,0,0,"Düngung niedrig, Kalkammonsalpeter 1",2,1,1,1,5,1,0,1
"LTFE_Duernast","2018",4,"4","59",4477167.318,5362875.394,"GK",2,NA,0,0,"Düngung niedrig, Kalkammonsalpeter 1",1,1,2,1,5,1,0,1
"LTFE_Duernast","2018",4,"4","59",4477167.318,5362875.394,"GK",2,NA,0,0,"Düngung niedrig, Kalkammonsalpeter 1",1,1,1,1,5,1,0,1
"LTFE_Duernast","2018",4,"4","9",4477215.976,5362875.403,"GK",1,"MAZ",0,0,"Düngung niedrig, Kalkammonsalpeter 1",4,1,2,1,5,1,0,1
"LTFE_Duernast","2018",4,"4","9",4477215.976,5362875.403,"GK",1,"MAZ",0,0,"Düngung niedrig, Kalkammonsalpeter 1",4,1,1,1,5,1,0,1
"LTFE_Duernast","2018",4,"4","9",4477215.976,5362875.403,"GK",1,"MAZ",0,0,"Düngung niedrig, Kalkammonsalpeter 1",3,1,2,1,5,1,0,1
"LTFE_Duernast","2018",4,"4","9",4477215.976,5362875.403,"GK",1,"MAZ",0,0,"Düngung niedrig, Kalkammonsalpeter 1",3,1,1,1,5,1,0,1
"LTFE_Duernast","2018",4,"4","9",4477215.976,5362875.403,"GK",1,"MAZ",0,0,"Düngung niedrig, Kalkammonsalpeter 1",2,1,2,1,5,1,0,1
"LTFE_Duernast","2018",4,"4","9",4477215.976,5362875.403,"GK",1,"MAZ",0,0,"Düngung niedrig, Kalkammonsalpeter 1",2,1,1,1,5,1,0,1
"LTFE_Duernast","2018",4,"4","9",4477215.976,5362875.403,"GK",1,"MAZ",0,0,"Düngung niedrig, Kalkammonsalpeter 1",1,1,2,1,5,1,0,1
"LTFE_Duernast","2018",4,"4","9",4477215.976,5362875.403,"GK",1,"MAZ",0,0,"Düngung niedrig, Kalkammonsalpeter 1",1,1,1,1,5,1,0,1
"LTFE_Duernast","2018",4,"4","31",4477196.218,5362896.629,"GK",4,"MAZ",0,0,"Düngung niedrig, Kalkammonsalpeter 1",4,1,2,1,5,1,0,1
"LTFE_Duernast","2018",4,"4","31",4477196.218,5362896.629,"GK",4,"MAZ",0,0,"Düngung niedrig, Kalkammonsalpeter 1",4,1,1,1,5,1,0,1
"LTFE_Duernast","2018",4,"4","31",4477196.218,5362896.629,"GK",4,"MAZ",0,0,"Düngung niedrig, Kalkammonsalpeter 1",3,1,2,1,5,1,0,1
"LTFE_Duernast","2018",4,"4","31",4477196.218,5362896.629,"GK",4,"MAZ",0,0,"Düngung niedrig, Kalkammonsalpeter 1",3,1,1,1,5,1,0,1
"LTFE_Duernast","2018",4,"4","31",4477196.218,5362896.629,"GK",4,"MAZ",0,0,"Düngung niedrig, Kalkammonsalpeter 1",2,1,2,1,5,1,0,1
"LTFE_Duernast","2018",4,"4","31",4477196.218,5362896.629,"GK",4,"MAZ",0,0,"Düngung niedrig, Kalkammonsalpeter 1",2,1,1,1,5,1,0,1
"LTFE_Duernast","2018",4,"4","31",4477196.218,5362896.629,"GK",4,"MAZ",0,0,"Düngung niedrig, Kalkammonsalpeter 1",1,1,2,1,5,1,0,1
"LTFE_Duernast","2018",4,"4","31",4477196.218,5362896.629,"GK",4,"MAZ",0,0,"Düngung niedrig, Kalkammonsalpeter 1",1,1,1,1,5,1,0,1
"LTFE_Duernast","2018",4,"4","45",4477181.791,5362886.018,"GK",3,"MAZ",0,0,"Düngung niedrig, Kalkammonsalpeter 1",4,1,2,1,5,1,0,1
"LTFE_Duernast","2018",4,"4","45",4477181.791,5362886.018,"GK",3,"MAZ",0,0,"Düngung niedrig, Kalkammonsalpeter 1",4,1,1,1,5,1,0,1
"LTFE_Duernast","2018",4,"4","45",4477181.791,5362886.018,"GK",3,"MAZ",0,0,"Düngung niedrig, Kalkammonsalpeter 1",3,1,2,1,5,1,0,1
"LTFE_Duernast","2018",4,"4","45",4477181.791,5362886.018,"GK",3,"MAZ",0,0,"Düngung niedrig, Kalkammonsalpeter 1",3,1,1,1,5,1,0,1
"LTFE_Duernast","2018",4,"4","45",4477181.791,5362886.018,"GK",3,"MAZ",0,0,"Düngung niedrig, Kalkammonsalpeter 1",2,1,2,1,5,1,0,1
"LTFE_Duernast","2018",4,"4","45",4477181.791,5362886.018,"GK",3,"MAZ",0,0,"Düngung niedrig, Kalkammonsalpeter 1",2,1,1,1,5,1,0,1
"LTFE_Duernast","2018",4,"4","45",4477181.791,5362886.018,"GK",3,"MAZ",0,0,"Düngung niedrig, Kalkammonsalpeter 1",1,1,2,1,5,1,0,1
"LTFE_Duernast","2018",4,"4","45",4477181.791,5362886.018,"GK",3,"MAZ",0,0,"Düngung niedrig, Kalkammonsalpeter 1",1,1,1,1,5,1,0,1
"LTFE_Duernast","2018",4,"4","59",4477167.318,5362875.394,"GK",2,"MAZ",0,0,"Düngung niedrig, Kalkammonsalpeter 1",4,1,2,1,5,1,0,1
"LTFE_Duernast","2018",4,"4","59",4477167.318,5362875.394,"GK",2,"MAZ",0,0,"Düngung niedrig, Kalkammonsalpeter 1",4,1,1,1,5,1,0,1
"LTFE_Duernast","2018",4,"4","59",4477167.318,5362875.394,"GK",2,"MAZ",0,0,"Düngung niedrig, Kalkammonsalpeter 1",3,1,2,1,5,1,0,1
"LTFE_Duernast","2018",4,"4","59",4477167.318,5362875.394,"GK",2,"MAZ",0,0,"Düngung niedrig, Kalkammonsalpeter 1",3,1,1,1,5,1,0,1
"LTFE_Duernast","2018",4,"4","59",4477167.318,5362875.394,"GK",2,"MAZ",0,0,"Düngung niedrig, Kalkammonsalpeter 1",2,1,2,1,5,1,0,1
"LTFE_Duernast","2018",4,"4","59",4477167.318,5362875.394,"GK",2,"MAZ",0,0,"Düngung niedrig, Kalkammonsalpeter 1",2,1,1,1,5,1,0,1
"LTFE_Duernast","2018",4,"4","59",4477167.318,5362875.394,"GK",2,"MAZ",0,0,"Düngung niedrig, Kalkammonsalpeter 1",1,1,2,1,5,1,0,1
"LTFE_Duernast","2018",4,"4","59",4477167.318,5362875.394,"GK",2,"MAZ",0,0,"Düngung niedrig, Kalkammonsalpeter 1",1,1,1,1,5,1,0,1
"LTFE_Duernast","2018",5,"5","11",4477214.638,5362883.371,"GK",2,NA,0,0,"Düngung niedrig, Kalkstickstoff",4,1,2,1,9,1,0,1
"LTFE_Duernast","2018",5,"5","11",4477214.638,5362883.371,"GK",2,NA,0,0,"Düngung niedrig, Kalkstickstoff",4,1,1,1,9,1,0,1
"LTFE_Duernast","2018",5,"5","11",4477214.638,5362883.371,"GK",2,NA,0,0,"Düngung niedrig, Kalkstickstoff",3,1,2,1,9,1,0,1
"LTFE_Duernast","2018",5,"5","11",4477214.638,5362883.371,"GK",2,NA,0,0,"Düngung niedrig, Kalkstickstoff",3,1,1,1,9,1,0,1
"LTFE_Duernast","2018",5,"5","11",4477214.638,5362883.371,"GK",2,NA,0,0,"Düngung niedrig, Kalkstickstoff",2,1,2,1,9,1,0,1
"LTFE_Duernast","2018",5,"5","11",4477214.638,5362883.371,"GK",2,NA,0,0,"Düngung niedrig, Kalkstickstoff",2,1,1,1,9,1,0,1
"LTFE_Duernast","2018",5,"5","11",4477214.638,5362883.371,"GK",2,NA,0,0,"Düngung niedrig, Kalkstickstoff",1,1,2,1,9,1,0,1
"LTFE_Duernast","2018",5,"5","11",4477214.638,5362883.371,"GK",2,NA,0,0,"Düngung niedrig, Kalkstickstoff",1,1,1,1,9,1,0,1
"LTFE_Duernast","2018",5,"5","25",4477200.186,5362872.762,"GK",1,NA,0,0,"Düngung niedrig, Kalkstickstoff",4,1,2,1,9,1,0,1
"LTFE_Duernast","2018",5,"5","25",4477200.186,5362872.762,"GK",1,NA,0,0,"Düngung niedrig, Kalkstickstoff",4,1,1,1,9,1,0,1
"LTFE_Duernast","2018",5,"5","25",4477200.186,5362872.762,"GK",1,NA,0,0,"Düngung niedrig, Kalkstickstoff",3,1,2,1,9,1,0,1
"LTFE_Duernast","2018",5,"5","25",4477200.186,5362872.762,"GK",1,NA,0,0,"Düngung niedrig, Kalkstickstoff",3,1,1,1,9,1,0,1
"LTFE_Duernast","2018",5,"5","25",4477200.186,5362872.762,"GK",1,NA,0,0,"Düngung niedrig, Kalkstickstoff",2,1,2,1,9,1,0,1
"LTFE_Duernast","2018",5,"5","25",4477200.186,5362872.762,"GK",1,NA,0,0,"Düngung niedrig, Kalkstickstoff",2,1,1,1,9,1,0,1
"LTFE_Duernast","2018",5,"5","25",4477200.186,5362872.762,"GK",1,NA,0,0,"Düngung niedrig, Kalkstickstoff",1,1,2,1,9,1,0,1
"LTFE_Duernast","2018",5,"5","25",4477200.186,5362872.762,"GK",1,NA,0,0,"Düngung niedrig, Kalkstickstoff",1,1,1,1,9,1,0,1
"LTFE_Duernast","2018",5,"5","47",4477180.475,5362893.979,"GK",4,NA,0,0,"Düngung niedrig, Kalkstickstoff",4,1,2,1,9,1,0,1
"LTFE_Duernast","2018",5,"5","47",4477180.475,5362893.979,"GK",4,NA,0,0,"Düngung niedrig, Kalkstickstoff",4,1,1,1,9,1,0,1
"LTFE_Duernast","2018",5,"5","47",4477180.475,5362893.979,"GK",4,NA,0,0,"Düngung niedrig, Kalkstickstoff",3,1,2,1,9,1,0,1
"LTFE_Duernast","2018",5,"5","47",4477180.475,5362893.979,"GK",4,NA,0,0,"Düngung niedrig, Kalkstickstoff",3,1,1,1,9,1,0,1
"LTFE_Duernast","2018",5,"5","47",4477180.475,5362893.979,"GK",4,NA,0,0,"Düngung niedrig, Kalkstickstoff",2,1,2,1,9,1,0,1
"LTFE_Duernast","2018",5,"5","47",4477180.475,5362893.979,"GK",4,NA,0,0,"Düngung niedrig, Kalkstickstoff",2,1,1,1,9,1,0,1
"LTFE_Duernast","2018",5,"5","47",4477180.475,5362893.979,"GK",4,NA,0,0,"Düngung niedrig, Kalkstickstoff",1,1,2,1,9,1,0,1
"LTFE_Duernast","2018",5,"5","47",4477180.475,5362893.979,"GK",4,NA,0,0,"Düngung niedrig, Kalkstickstoff",1,1,1,1,9,1,0,1
"LTFE_Duernast","2018",5,"5","61",4477166.011,5362883.364,"GK",3,NA,0,0,"Düngung niedrig, Kalkstickstoff",4,1,2,1,9,1,0,1
"LTFE_Duernast","2018",5,"5","61",4477166.011,5362883.364,"GK",3,NA,0,0,"Düngung niedrig, Kalkstickstoff",4,1,1,1,9,1,0,1
"LTFE_Duernast","2018",5,"5","61",4477166.011,5362883.364,"GK",3,NA,0,0,"Düngung niedrig, Kalkstickstoff",3,1,2,1,9,1,0,1
"LTFE_Duernast","2018",5,"5","61",4477166.011,5362883.364,"GK",3,NA,0,0,"Düngung niedrig, Kalkstickstoff",3,1,1,1,9,1,0,1
"LTFE_Duernast","2018",5,"5","61",4477166.011,5362883.364,"GK",3,NA,0,0,"Düngung niedrig, Kalkstickstoff",2,1,2,1,9,1,0,1
"LTFE_Duernast","2018",5,"5","61",4477166.011,5362883.364,"GK",3,NA,0,0,"Düngung niedrig, Kalkstickstoff",2,1,1,1,9,1,0,1
"LTFE_Duernast","2018",5,"5","61",4477166.011,5362883.364,"GK",3,NA,0,0,"Düngung niedrig, Kalkstickstoff",1,1,2,1,9,1,0,1
"LTFE_Duernast","2018",5,"5","61",4477166.011,5362883.364,"GK",3,NA,0,0,"Düngung niedrig, Kalkstickstoff",1,1,1,1,9,1,0,1
"LTFE_Duernast","2018",5,"5","11",4477214.638,5362883.371,"GK",2,"MAZ",0,0,"Düngung niedrig, Kalkstickstoff",4,1,2,1,9,1,0,1
"LTFE_Duernast","2018",5,"5","11",4477214.638,5362883.371,"GK",2,"MAZ",0,0,"Düngung niedrig, Kalkstickstoff",4,1,1,1,9,1,0,1
"LTFE_Duernast","2018",5,"5","11",4477214.638,5362883.371,"GK",2,"MAZ",0,0,"Düngung niedrig, Kalkstickstoff",3,1,2,1,9,1,0,1
"LTFE_Duernast","2018",5,"5","11",4477214.638,5362883.371,"GK",2,"MAZ",0,0,"Düngung niedrig, Kalkstickstoff",3,1,1,1,9,1,0,1
"LTFE_Duernast","2018",5,"5","11",4477214.638,5362883.371,"GK",2,"MAZ",0,0,"Düngung niedrig, Kalkstickstoff",2,1,2,1,9,1,0,1
"LTFE_Duernast","2018",5,"5","11",4477214.638,5362883.371,"GK",2,"MAZ",0,0,"Düngung niedrig, Kalkstickstoff",2,1,1,1,9,1,0,1
"LTFE_Duernast","2018",5,"5","11",4477214.638,5362883.371,"GK",2,"MAZ",0,0,"Düngung niedrig, Kalkstickstoff",1,1,2,1,9,1,0,1
"LTFE_Duernast","2018",5,"5","11",4477214.638,5362883.371,"GK",2,"MAZ",0,0,"Düngung niedrig, Kalkstickstoff",1,1,1,1,9,1,0,1
"LTFE_Duernast","2018",5,"5","25",4477200.186,5362872.762,"GK",1,"MAZ",0,0,"Düngung niedrig, Kalkstickstoff",4,1,2,1,9,1,0,1
"LTFE_Duernast","2018",5,"5","25",4477200.186,5362872.762,"GK",1,"MAZ",0,0,"Düngung niedrig, Kalkstickstoff",4,1,1,1,9,1,0,1
"LTFE_Duernast","2018",5,"5","25",4477200.186,5362872.762,"GK",1,"MAZ",0,0,"Düngung niedrig, Kalkstickstoff",3,1,2,1,9,1,0,1
"LTFE_Duernast","2018",5,"5","25",4477200.186,5362872.762,"GK",1,"MAZ",0,0,"Düngung niedrig, Kalkstickstoff",3,1,1,1,9,1,0,1
"LTFE_Duernast","2018",5,"5","25",4477200.186,5362872.762,"GK",1,"MAZ",0,0,"Düngung niedrig, Kalkstickstoff",2,1,2,1,9,1,0,1
"LTFE_Duernast","2018",5,"5","25",4477200.186,5362872.762,"GK",1,"MAZ",0,0,"Düngung niedrig, Kalkstickstoff",2,1,1,1,9,1,0,1
"LTFE_Duernast","2018",5,"5","25",4477200.186,5362872.762,"GK",1,"MAZ",0,0,"Düngung niedrig, Kalkstickstoff",1,1,2,1,9,1,0,1
"LTFE_Duernast","2018",5,"5","25",4477200.186,5362872.762,"GK",1,"MAZ",0,0,"Düngung niedrig, Kalkstickstoff",1,1,1,1,9,1,0,1
"LTFE_Duernast","2018",5,"5","47",4477180.475,5362893.979,"GK",4,"MAZ",0,0,"Düngung niedrig, Kalkstickstoff",4,1,2,1,9,1,0,1
"LTFE_Duernast","2018",5,"5","47",4477180.475,5362893.979,"GK",4,"MAZ",0,0,"Düngung niedrig, Kalkstickstoff",4,1,1,1,9,1,0,1
"LTFE_Duernast","2018",5,"5","47",4477180.475,5362893.979,"GK",4,"MAZ",0,0,"Düngung niedrig, Kalkstickstoff",3,1,2,1,9,1,0,1
"LTFE_Duernast","2018",5,"5","47",4477180.475,5362893.979,"GK",4,"MAZ",0,0,"Düngung niedrig, Kalkstickstoff",3,1,1,1,9,1,0,1
"LTFE_Duernast","2018",5,"5","47",4477180.475,5362893.979,"GK",4,"MAZ",0,0,"Düngung niedrig, Kalkstickstoff",2,1,2,1,9,1,0,1
"LTFE_Duernast","2018",5,"5","47",4477180.475,5362893.979,"GK",4,"MAZ",0,0,"Düngung niedrig, Kalkstickstoff",2,1,1,1,9,1,0,1
"LTFE_Duernast","2018",5,"5","47",4477180.475,5362893.979,"GK",4,"MAZ",0,0,"Düngung niedrig, Kalkstickstoff",1,1,2,1,9,1,0,1
"LTFE_Duernast","2018",5,"5","47",4477180.475,5362893.979,"GK",4,"MAZ",0,0,"Düngung niedrig, Kalkstickstoff",1,1,1,1,9,1,0,1
"LTFE_Duernast","2018",5,"5","61",4477166.011,5362883.364,"GK",3,"MAZ",0,0,"Düngung niedrig, Kalkstickstoff",4,1,2,1,9,1,0,1
"LTFE_Duernast","2018",5,"5","61",4477166.011,5362883.364,"GK",3,"MAZ",0,0,"Düngung niedrig, Kalkstickstoff",4,1,1,1,9,1,0,1
"LTFE_Duernast","2018",5,"5","61",4477166.011,5362883.364,"GK",3,"MAZ",0,0,"Düngung niedrig, Kalkstickstoff",3,1,2,1,9,1,0,1
"LTFE_Duernast","2018",5,"5","61",4477166.011,5362883.364,"GK",3,"MAZ",0,0,"Düngung niedrig, Kalkstickstoff",3,1,1,1,9,1,0,1
"LTFE_Duernast","2018",5,"5","61",4477166.011,5362883.364,"GK",3,"MAZ",0,0,"Düngung niedrig, Kalkstickstoff",2,1,2,1,9,1,0,1
"LTFE_Duernast","2018",5,"5","61",4477166.011,5362883.364,"GK",3,"MAZ",0,0,"Düngung niedrig, Kalkstickstoff",2,1,1,1,9,1,0,1
"LTFE_Duernast","2018",5,"5","61",4477166.011,5362883.364,"GK",3,"MAZ",0,0,"Düngung niedrig, Kalkstickstoff",1,1,2,1,9,1,0,1
"LTFE_Duernast","2018",5,"5","61",4477166.011,5362883.364,"GK",3,"MAZ",0,0,"Düngung niedrig, Kalkstickstoff",1,1,1,1,9,1,0,1
"LTFE_Duernast","2018",6,"6","13",4477213.284,5362891.333,"GK",3,NA,0,0,"Düngung niedrig, Ammonium-Nitrat-Harnstoff-Lösung",4,1,2,1,3,1,0,1
"LTFE_Duernast","2018",6,"6","13",4477213.284,5362891.333,"GK",3,NA,0,0,"Düngung niedrig, Ammonium-Nitrat-Harnstoff-Lösung",4,1,1,1,3,1,0,1
"LTFE_Duernast","2018",6,"6","13",4477213.284,5362891.333,"GK",3,NA,0,0,"Düngung niedrig, Ammonium-Nitrat-Harnstoff-Lösung",3,1,2,1,3,1,0,1
"LTFE_Duernast","2018",6,"6","13",4477213.284,5362891.333,"GK",3,NA,0,0,"Düngung niedrig, Ammonium-Nitrat-Harnstoff-Lösung",3,1,1,1,3,1,0,1
"LTFE_Duernast","2018",6,"6","13",4477213.284,5362891.333,"GK",3,NA,0,0,"Düngung niedrig, Ammonium-Nitrat-Harnstoff-Lösung",2,1,2,1,3,1,0,1
"LTFE_Duernast","2018",6,"6","13",4477213.284,5362891.333,"GK",3,NA,0,0,"Düngung niedrig, Ammonium-Nitrat-Harnstoff-Lösung",2,1,1,1,3,1,0,1
"LTFE_Duernast","2018",6,"6","13",4477213.284,5362891.333,"GK",3,NA,0,0,"Düngung niedrig, Ammonium-Nitrat-Harnstoff-Lösung",1,1,2,1,3,1,0,1
"LTFE_Duernast","2018",6,"6","13",4477213.284,5362891.333,"GK",3,NA,0,0,"Düngung niedrig, Ammonium-Nitrat-Harnstoff-Lösung",1,1,1,1,3,1,0,1
"LTFE_Duernast","2018",6,"6","27",4477198.856,5362880.722,"GK",2,NA,0,0,"Düngung niedrig, Ammonium-Nitrat-Harnstoff-Lösung",4,1,2,1,3,1,0,1
"LTFE_Duernast","2018",6,"6","27",4477198.856,5362880.722,"GK",2,NA,0,0,"Düngung niedrig, Ammonium-Nitrat-Harnstoff-Lösung",4,1,1,1,3,1,0,1
